Ref,Topic En,Topic He,Slug
Berakhot 26b,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Berakhot 26b:1-3,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 26b:3,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 26b:4,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 26b:4-5,Prayer,תפילה,prayer
Berakhot 26b:12-13,Laws of Blessings,הלכות ברכות,laws-of-blessings
Berakhot 26b:12-27a:8,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27a:6,Laws of Regular and Additional Shabbat Sacrifices,הלכות תמידין ומוספי שבת,laws-of-regular-and-additional-shabbat-sacrifices
Berakhot 27a:6,Laws of an Ox that Kills a Person,דיני שור שהמית אדם,laws-of-an-ox-that-kills-a-person
Berakhot 27a:6,Permissibility for a Woman to Remarry after Separation from or Death of Husband,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",permissibility-for-a-woman-to-remarry-after-separation-from-or-death-of-husband
Berakhot 27a:6,Laws of Vegetal Offerings,הלכות קרבנות מן הצומח,laws-of-vegetal-offerings
Berakhot 27a:6,Dinei Yibum,דיני יבום,dinei-yibum
Berakhot 27a:13-14,Laws of Blessings,הלכות ברכות,laws-of-blessings
Berakhot 27a:14-16,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27a:15,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 27a:15-27b:3,Laws of Honoring the Sages,דיני כבוד החכמים,laws-of-honoring-the-sages
Berakhot 27b:1,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27b:2,Service of Torah Scholars,שמוש חכמים,service-of-torah-scholars
Berakhot 27b:2,Honoring Elders and Rabbis,כבוד זקן ורב,honoring-elders-and-rabbis
Berakhot 27b:3,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27b:6-8,Laws of Shabbat,הלכות שבת,laws-of-shabbat
Berakhot 27b:9,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27b:9-12,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 27b:13-14,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 27b:14,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 28a:2,Rebuke,תוכחה,rebuke
Berakhot 28a:2-3,Laws of Torah Study,הלכות לימוד תורה,laws-of-torah-study
Berakhot 28a:4-6,Rabban Gamliel,רבן גמליאל,rabban-gamliel
Berakhot 28a:6,Laws of Those Forbidden to Marry into the Congregation,דיני האסורים בקהל,laws-of-those-forbidden-to-marry-into-the-congregation
Berakhot 28a:9,Laws of Charity,הלכות צדקה,laws-of-charity
Berakhot 28a:9-12,Laws of Torah Study,הלכות לימוד תורה,laws-of-torah-study
Berakhot 28a:12,Laws of Kings,הלכות מלכים,laws-of-kings
Berakhot 28a:14-19,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 28a:16,Honoring Elders and Rabbis,כבוד זקן ורב,honoring-elders-and-rabbis
Berakhot 28a:17,Rabbi Zera,רבי זירא,rabbi-zera
Berakhot 28b,Laws of [Courts and] Judges,הלכות שופטים,laws-of-courts-and-judges
Berakhot 28b:1-2,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 28b:2,Laws of Blessings,הלכות ברכות,laws-of-blessings
Berakhot 28b:2,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 28b:4-5,Sages of the Study Hall upon Entering It and Leaving It,חַכְמֵי בֵּית הַמִּדְרָשׁ בִּכְנִיסָתָם וִיצִיאָתָם,sages-of-the-study-hall-upon-entering-it-and-leaving-it
Berakhot 28b:4-5,Laws of Blessings of Thanksgiving,הלכות ברכות ההודאה,laws-of-blessings-of-thanksgiving
Berakhot 28b:7,Prayer,תפילה,prayer
Berakhot 28b:7,Human Dignity,כבוד אנושי,human-dignity
Berakhot 28b:7,Tanakh,"תנ""ך",tanakh
Berakhot 28b:8-11,Rabban Yochanan b. Zakkai,רבן יוחנן בן זכאי,rabban-yochanan-b-zakkai
Berakhot 28b:10,"Commandments between Man and God, and between Man and His Fellow",מצוות בין אדם למקום ובין אדם לחברו,commandments-between-man-and-god-and-between-man-and-his-fellow
Berakhot 28b:12-19,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 28b:23-29a:1,Shmuel the Little,שמואל הקטן,shmuel-the-little
Berakhot 29a:2,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 29a:6,Righteous People and Evildoers,צַדִּיק וְרָשָׁע,righteous-people-and-evildoers
Berakhot 29a:9,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 29a:13-15,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 29a:22-29b:6,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 29a:24,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 29b:2-6,Dinei Hallel,דיני הלל,dinei-hallel
Berakhot 29b:7,Prayer,תפילה,prayer
Berakhot 29b:7-9,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 29b:9,Laws of Blessings,הלכות ברכות,laws-of-blessings
Berakhot 29b:12-14,Prayer,תפילה,prayer
Berakhot 29b:15,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 29b:16,Anger,כעס,anger
Berakhot 29b:16,Positive and Negative Commandments,מצוות עשה ולא תעשה,positive-and-negative-commandments
Berakhot 29b:16,Proper Moral and Hygienic Conduct,ההתנהגות הראויה בדעות ובבריאות,proper-moral-and-hygienic-conduct
Berakhot 29b:16-17,Prayer,תפילה,prayer
Berakhot 29b:16-30a:3,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 30a:3,Nature of Man and his Character Traits,טבע האדם ומדותיו,nature-of-man-and-his-character-traits
Berakhot 30a:4-30b:3,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 30a:8-9,Prayer,תפילה,prayer
Berakhot 30b:3-13,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 30b:5,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 30b:10-12,Dinei Hallel,דיני הלל,dinei-hallel
Berakhot 30b:14,Prayer,תפילה,prayer
Berakhot 30b:14-19,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 30b:19,Abaye,אביי,abaye
Berakhot 31a:4,Laws of Fasts,הלכות תעניות,laws-of-fasts
Berakhot 31a:5,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 31a:7,Laws of the Impurity and Prohibition of a Menstruant Woman,הלכות טומאת נידה ואיסורה,laws-of-the-impurity-and-prohibition-of-a-menstruant-woman
Berakhot 31a:8,Chiuv Ma'aserot,חיוב מעשרות,chiuv-maaserot
Berakhot 31a:9,Laws of Misappropriation of Items Sanctified for the Altar,דיני מעילה בקדשי מזבח,laws-of-misappropriation-of-items-sanctified-for-the-altar
Berakhot 31a:11,Prayer,תפילה,prayer
Berakhot 31a:11,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 31a:12,Wisdom,חכמה,wisdom
Berakhot 31a:17,Prayer,תפילה,prayer
Berakhot 31a:17-19,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 31a:18,Rabbi Akiva,רבי עקיבא,rabbi-akiva
Berakhot 31a:23,Prayer,תפילה,prayer
Berakhot 31a:25-27,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 31a:27,Prayer,תפילה,prayer
Berakhot 31b:1,Commandments Concerning Demeanor,מצוות הנוגעות להתנהגות,commandments-concerning-demeanor
Berakhot 31b:2-3,Deciding upon Benefit of the Doubt and Suspicion,הַכְרָעָה לְכַף זְכוּת וַחֲשָׁד,deciding-upon-benefit-of-the-doubt-and-suspicion
Berakhot 31b:6-8,Elkanah,אלקנה,elkanah
Berakhot 31b:12,Ordeal of Drinking the Sotah Water,השקאת הסוטה,ordeal-of-drinking-the-sotah-water
Berakhot 31b:13,Phrasing of Scripture,לשון הפסוק,phrasing-of-scripture
Berakhot 31b:19,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 31b:20-21,Elkanah,אלקנה,elkanah
Berakhot 31b:21,Laws of Those Disqualified from Service,דיני הפסולים לעבודה,laws-of-those-disqualified-from-service
Berakhot 31b:21,Laws of Animal Sacrifice Disqualifications,דיני פסולי קרבן בהמה,laws-of-animal-sacrifice-disqualifications
Berakhot 31b:21,Laws of Animal Sacrifices,הלכות קרבנות מן החי,laws-of-animal-sacrifices
Berakhot 31b:22,Laws of Honoring the Sages,דיני כבוד החכמים,laws-of-honoring-the-sages
Berakhot 31b:23,Elkanah,אלקנה,elkanah
Berakhot 31b:23-25,Laws of Honoring and Delighting in Shabbat,הלכות כבוד שבת ועונג שבת,laws-of-honoring-and-delighting-in-shabbat
Berakhot 31b:24-25,Laws of Fasts,הלכות תעניות,laws-of-fasts
Berakhot 32a:8-12,Sinners of Israel,פושעי ישראל,sinners-of-israel
Berakhot 32a:9-11,Livelihood,פרנסה,livelihood
Berakhot 32a:9-31,Golden Calf,עגל הזהב,golden-calf
Berakhot 32a:30,Students of Torah and Methods of Learning,לוֹמְדֵי תּוֹרָה וְדַרְכֵי תַּלְמוּד,students-of-torah-and-methods-of-learning
Berakhot 32b,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 32b:2,Society,חברה (סביבה אנושית),society
Berakhot 32b:4,Laws of The Priestly Blessing,דיני ברכת כהנים,laws-of-the-priestly-blessing
Berakhot 32b:5,Prayer,תפילה,prayer
Berakhot 32b:6,Society,חברה (סביבה אנושית),society
Berakhot 32b:7,Destruction of the Temple,חורבן בית המקדש,destruction-of-the-temple
Berakhot 32b:9,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 32b:10,Prayer,תפילה,prayer
Berakhot 32b:11,Numbers,מספר,numbers
Berakhot 32b:15-18,The Jewish People in the Future,ישראל לעתיד לבא,the-jewish-people-in-the-future
Berakhot 32b:23,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 32b:24-25,Prayer,תפילה,prayer
Berakhot 32b:26-33a:3,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33a:4,Permissibility for a Woman to Remarry after Separation from or Death of Husband,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",permissibility-for-a-woman-to-remarry-after-separation-from-or-death-of-husband
Berakhot 33a:6,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33a:6,Animals,בעלי חיים,animals
Berakhot 33a:8-10,Sherets,שרץ,sherets
Berakhot 33a:8-10,Rabbi Chanina b. Dosa,רבי חנינא בן דוסא,rabbi-chanina-b-dosa
Berakhot 33a:11,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 33a:11,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33a:20-21,Wisdom,חכמה,wisdom
Berakhot 33a:26,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33a:26-29,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 33a:29,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 33a:35,General Laws of Blessings,כללי ברכות,general-laws-of-blessings
Berakhot 33a:37,Hilchot Kiddush Vehavdalah,הלכות קידוש והבדלה,hilchot-kiddush-vehavdalah
Berakhot 33b:13,The Temple Building,מבנה המקדש,the-temple-building
Berakhot 33b:15,Laws of Passover,הלכות פסח,laws-of-passover
Berakhot 33b:15,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33b:16,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 33b:17,Laws of Blessings of Thanksgiving,הלכות ברכות ההודאה,laws-of-blessings-of-thanksgiving
Berakhot 33b:21,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 33b:21,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 33b:22,Prayer,תפילה,prayer
Berakhot 33b:23,Free Will,בחירה חופשית,free-will
Berakhot 33b:25,"Commandments between Man and God, and between Man and His Fellow",מצוות בין אדם למקום ובין אדם לחברו,commandments-between-man-and-god-and-between-man-and-his-fellow
Berakhot 33b:27,Laws of the Recitation of Shema,דיני קריאת שמע,laws-of-the-recitation-of-shema
Berakhot 34a:2-3,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 34a:3,Laws of The Priestly Blessing,דיני ברכת כהנים,laws-of-the-priestly-blessing
Berakhot 34a:4,Prayer,תפילה,prayer
Berakhot 34a:4-5,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34a:5,Nature of Man and his Character Traits,טבע האדם ומדותיו,nature-of-man-and-his-character-traits
Berakhot 34a:5,Numbers,מספר,numbers
Berakhot 34a:6,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 34a:10,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34a:11-12,Prayer,תפילה,prayer
Berakhot 34a:14-34b:4,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34b:4,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 34b:12,Prayer,תפילה,prayer
Berakhot 34b:15,Order and Practice of Prayer,סדר התפילה למעשה,order-and-practice-of-prayer
Berakhot 34b:15,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34b:18,Commandments Concerning Demeanor,מצוות הנוגעות להתנהגות,commandments-concerning-demeanor
Berakhot 34b:18,Honoring Elders and Rabbis,כבוד זקן ורב,honoring-elders-and-rabbis
Berakhot 34b:19,The Future to Come,לעתיד לבא,the-future-to-come
Berakhot 34b:19-20,Olam Haba,עולם הבא,olam-haba
Berakhot 34b:20,Emancipation,גאולה,emancipation1
Berakhot 34b:20,Laws of the King Messiah,דיני המלך המשיח,laws-of-the-king-messiah
Berakhot 34b:21-22,Teshuvah,תשובה,teshuvah
Berakhot 34b:22,Laws of Repentance,הלכות תשובה,laws-of-repentance
Berakhot 34b:24,The Future to Come,לעתיד לבא,the-future-to-come
Berakhot 34b:27-28,Rabbi Chanina b. Dosa,רבי חנינא בן דוסא,rabbi-chanina-b-dosa
Berakhot 34b:29,Prayer,תפילה,prayer
Berakhot 34b:29,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34b:30,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 34b:31,Laws of Repentance,הלכות תשובה,laws-of-repentance
Berakhot 34b:31,Positive and Negative Commandments,מצוות עשה ולא תעשה,positive-and-negative-commandments
Berakhot 35a:1,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 35a:1,General Laws of Blessings,כללי ברכות,general-laws-of-blessings
Berakhot 35a:3,Eating,אכילה,eating
Berakhot 35a:3,Songs,שיר,songs1
Berakhot 35a:4-19,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 35a:4-19,General Laws of Blessings,כללי ברכות,general-laws-of-blessings
Berakhot 35b:4,Laws of Prayer,הלכות תפילה,laws-of-prayer
Berakhot 35b:4,Laws of Torah Study,הלכות לימוד תורה,laws-of-torah-study
Berakhot 35b:6-8,Work,עֲבוֹדָה,work
Berakhot 35b:10,Torah,תורה,torah
Berakhot 35b:11-12,Chiuv Ma'aserot,חיוב מעשרות,chiuv-maaserot
Berakhot 35b:16,Intention and Interpretation of Vows,כוונה ופרשנות בנדרים,intention-and-interpretation-of-vows
Berakhot 35b:18,Laws of Matzah,דיני מצה,laws-of-matzah
Berakhot 35b:22,Laws of Eating the Priestly Tithe,דיני אכילת התרומה,laws-of-eating-the-priestly-tithe
Berakhot 35b:22-36a:13,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 36a:3,Rabbinically Forbidden Activities on Shabbat,איסורים מדברי חכמים בשבת,rabbinically-forbidden-activities-on-shabbat
Berakhot 36a:15-16,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 36a:18,Hilchot Neta Revai Veorlah,הלכות נטע רבעי וערלה,hilchot-neta-revai-veorlah
Berakhot 36a:19,Obligation of the Priestly Tithe and its Separation,חיוב תרומה והפרשתה,obligation-of-the-priestly-tithe-and-its-separation
Berakhot 36a:22,Laws of Forbidden Mixtures of Vineyards,הלכות כלאי הכרם,laws-of-forbidden-mixtures-of-vineyards
Berakhot 36a:24-36b:5,Laws of the Prohibitions of Eating Vegetation,הלכות איסורי אכילה מן הצומח,laws-of-the-prohibitions-of-eating-vegetation
Berakhot 36b:3-5,Principle Concepts of Marital Law,מושגים עקרוניים בהלכות אישות,principle-concepts-of-marital-law
Berakhot 36b:3-8,Hilchot Neta Revai Veorlah,הלכות נטע רבעי וערלה,hilchot-neta-revai-veorlah
Berakhot 36b:5,Laws of Conductors of Impurity in Foods,דיני חיבור לטומאה באוכלים,laws-of-conductors-of-impurity-in-foods
Berakhot 36b:9-10,Laws of Seventh Year Produce,דיני גידולי שביעית,laws-of-seventh-year-produce
Berakhot 36b:9-14,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 36b:14-17,Laws of Yom Kippur,הלכות יום כיפור,laws-of-yom-kippur
Berakhot 36b:15,Israel,ישראל,israel
Berakhot 36b:15,Plants,צמח,plants
Berakhot 36b:16-37a:2,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 37a:5,Laws of Matzah,דיני מצה,laws-of-matzah
Berakhot 37a:5,Dinei Chamets,דיני חמץ,dinei-chamets
Berakhot 37a:6-13,Laws of Blessings on Pleasures,הלכות ברכות ההנאה,laws-of-blessings-on-pleasures
Berakhot 37a:14,The Written Torah and the Oral Torah,תורה שבכתב ושבעל פה,the-written-torah-and-the-oral-torah
